EventId,EventTemplate,Occurrences
84ecd68a,Error while connecting with broker. at MQTTnet.Internal.MqttTaskTimeout.WaitAsync(Func`2 action TimeSpan timeout CancellationToken cancellationToken) at MQTTnet.Adapter.MqttChannelAdapter.ConnectAsync(TimeSpan timeout CancellationToken cancellationToken) at MQTTnet.Client.MqttCustomClient.ConnectAsync(IMqttClientOptions options CancellationToken cancellationToken) in /src/ABB.Ability.IoTEdge.Common.Abstractions/Mqtt/MqttCustomClient.cs line 131,1
f78b4b4e,Heartbeat requested,276
da7ff3f6,Updating Edge's device model to version <*> with correlation ID <*>,7
15f08636,Edge's device model updated to version <*> with correlation ID <*>,6
8c997508,Updating System Module <*>,2
be3b9359,Creating Typed Module <*>,3
f251650c,Upsert bootstrap-agent abbiapcpdev.azurecr.io/edge-proxy-enhanced 1.217.2.24891 to file at /var/ability/modules/imagesInUse.json,1
5f911ecf,Connection is lost. Trying to establish it again.,2
1ffcec7c,Upsert edge-proxy abbiapcpdev.azurecr.io/edge-agent 0.34.0@sha256 25158307011a8cf0a3f0ac177fbaa73b8ef0275c91af590bd92a7322051b0a64 to file at /var/ability/modules/imagesInUse.json,1
1845ac8d,Upsert edge-broker abbiapcpdev.azurecr.io/edge/broker 1.6.12-4@sha256 01e222cbe4eff678bcca58cf8d0d4952565e01c14038fe273c071b30dca83ef2 to file at /var/ability/modules/imagesInUse.json,1
33a808ef,Upsert csconnectbroker abbiapcpdev.azurecr.io/edge-connect-broker 1.22.8.27942@sha256 7f63798b87f494af2c2ee532197947b152bad36bf5110643088c0a8182d0b35d to file at /var/ability/modules/imagesInUse.json,2
7c846fa0,Upsert edgerouter abbiapcpdev.azurecr.io/edge-router 1.21.67.53356@sha256 15e827441db8175346a4f3ef319d77d1aa3e0a351a998bead75398220669b562 to file at /var/ability/modules/imagesInUse.json,2
5aae11d0,Upsert controlsystemconnect abbiapcpdev.azurecr.io/control-system-connect 1.25.7.1084@sha256 761be171540042e93f1c523edd1a5ad5162e97102cc526b0aebdba037942aeb5 to file at /var/ability/modules/imagesInUse.json,2
