LineId,Time,Component,Content,EventId,EventTemplate,ParameterList
11,2022-10-23T05:42:52.9390786Z,ABB.Ability.IoTEdge.Common.Abstractions.MqttProtocol[0],Establishing inbound connection with MQTT broker attempt #1,e6d24bb1,Establishing inbound connection with MQTT broker attempt #1,[]
12,2022-10-23T05:42:52.9756903Z,MQTTnet.Client.MqttCustomClient[0],Connected.,97c1b109,Connected.,[]
13,2022-10-23T05:42:53.0178364Z,ABB.Ability.IoTEdge.Common.Abstractions.MqttProtocol[0],Establishing outbound connection with MQTT broker,1022312f,Establishing outbound connection with MQTT broker,[]
14,2022-10-23T05:42:53.0454752Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.FetchEncryptionKey[0],Fetching IM public key,4c70812a,Fetching IM public key,[]
15,2022-10-23T05:42:53.6143671Z,ABB.Ability.IoTEdge.EdgeAgent.Services.CommonDiagnosticCheckService[0],"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"":""Pass""}",f6acc8b0,"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"" ""Pass""}",[]
16,2022-10-23T05:42:53.6145629Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DockerSwarmModuleService[0],Common Diagnostic Check is passed.,73b979dd,Common Diagnostic Check is passed.,[]
17,2022-10-23T05:42:53.6150012Z,ABB.Ability.IoTEdge.Common.Abstractions.Behaviors.KeepProtocolOpen[0],Connection is established.,954da85d,Connection is established.,[]
18,2022-10-23T05:42:53.6237669Z,ABB.Ability.IoTEdge.EdgeAgent.Services.AmqpProtocol[0],Allocating device for ff71118e-391a-4e96-94be-ea85cd68139b.,dfcebab9,Allocating device for ff71118e-391a-4e96-94be-ea85cd68139b.,[]
19,2022-10-23T05:43:22.5285220Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DeviceProvisioningService[0],IoTHub AbiGtwyIthiia07EunBdv.azure-devices.net has been allocated by DPS.,7459b2e9,IoTHub AbiGtwyIthiia07EunBdv.azure-devices.net has been allocated by DPS.,[]
20,2022-10-23T05:43:23.4097457Z,ABB.Ability.IoTEdge.EdgeAgent.Services.AmqpProtocol[0],Connecting to AbiGtwyIthiia07EunBdv.azure-devices.net,21ec5a9f,Connecting to AbiGtwyIthiia07EunBdv.azure-devices.net,[]
21,2022-10-23T05:43:23.4102760Z,ABB.Ability.IoTEdge.EdgeAgent.Services.AmqpProtocol[0],IoTHub connection is established. ff71118e-391a-4e96-94be-ea85cd68139b AbiGtwyIthiia07EunBdv.azure-devices.net,d2f576e5,IoTHub connection is established. ff71118e-391a-4e96-94be-ea85cd68139b AbiGtwyIthiia07EunBdv.azure-devices.net,[]
22,2022-10-23T05:43:26.3871713Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ForwardModelCreated[0],Forwarding model.created to target 'controlsystemconnect'.,206fbea4,Forwarding <*> <*> <*> <*>,"['', '', ""model.created to target 'controlsystemconnect""]"
23,2022-10-23T05:43:26.6355907Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.FetchEncryptionKey[0],Exposing Information Model public key to all modules.,50f6770d,Exposing Information Model public key to all modules.,[]
24,2022-10-23T05:43:26.8698535Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.device of edge-proxy,c0a5a082,Received model <*> of <*>,"['abb.ability.device', 'edge-proxy']"
25,2022-10-23T05:43:27.1820108Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.Provision[0],Existing Edge instance found. Provision is done.,9888cde4,Existing Edge instance found. Provision is done.,[]
26,2022-10-23T05:43:27.3176438Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.configuration of edge-proxy,c0a5a082,Received model <*> of <*>,"['abb.ability.configuration', 'edge-proxy']"
27,2022-10-23T05:43:27.6552077Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.Provision[0],Edge instance has been created or updated with config version 4. Provision is done.,599e07b3,Edge instance has been created or updated with config version 4. Provision is done.,[]
28,2022-10-23T05:43:27.7363168Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateDeviceModel[0],Updating Edge's device model to version 12 with correlation ID be0e4b02-9d09-456d-8e5e-9b8609029253.,da7ff3f6,Updating Edge's device model to version <*> with correlation ID <*>,"['12', 'be0e4b02-9d09-456d-8e5e-9b8609029253']"
29,2022-10-23T05:43:27.8284298Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DockerSwarmModuleService[0],"Applying module changes: added = [ ""edgerouter"", ""controlsystemconnectsimulator"", ""controlsystemconnect"", ""csconnectbroker"" ], removed = [], updated = [ ""edge-proxy"", ""edge-broker"" ].",ece5f152,"Applying module changes added [ ""edgerouter"" ""controlsystemconnectsimulator"" ""controlsystemconnect"" ""csconnectbroker"" ] removed [] updated [ ""edge-proxy"" ""edge-broker"" ].",[]
30,2022-10-23T05:43:27.8301889Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Pending to create Typed Module: 'edgerouter' .,64cce4cc,Pending to create Typed Module <*> .,"[""'edgerouter'""]"
31,2022-10-23T05:43:27.8504335Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating identity for the module 'edgerouter' with correlationId: '98407fb8-a196-4b8c-83d9-42150b0275e7'.,374d6269,Creating identity for the module <*> with correlationId <*>,"[""'edgerouter'"", '98407fb8-a196-4b8c-83d9-42150b0275e7']"
32,2022-10-23T05:43:27.8578060Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Pending to create Typed Module: 'controlsystemconnectsimulator' .,64cce4cc,Pending to create Typed Module <*> .,"[""'controlsystemconnectsimulator'""]"
33,2022-10-23T05:43:27.8963529Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating identity for the module 'controlsystemconnectsimulator' with correlationId: 'd38f0261-6602-4a5e-aba3-14e40666d07a'.,374d6269,Creating identity for the module <*> with correlationId <*>,"[""'controlsystemconnectsimulator'"", 'd38f0261-6602-4a5e-aba3-14e40666d07a']"
34,2022-10-23T05:43:27.9015561Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Pending to create Typed Module: 'controlsystemconnect' .,64cce4cc,Pending to create Typed Module <*> .,"[""'controlsystemconnect'""]"
35,2022-10-23T05:43:27.9169378Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating identity for the module 'controlsystemconnect' with correlationId: 'ded018fe-e1d2-4ccf-996d-18a250d2715b'.,374d6269,Creating identity for the module <*> with correlationId <*>,"[""'controlsystemconnect'"", 'ded018fe-e1d2-4ccf-996d-18a250d2715b']"
36,2022-10-23T05:43:27.9232297Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Pending to create Typed Module: 'csconnectbroker' .,64cce4cc,Pending to create Typed Module <*> .,"[""'csconnectbroker'""]"
37,2022-10-23T05:43:27.9736279Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating identity for the module 'csconnectbroker' with correlationId: '69416bf9-9621-4696-92e7-a3db3e57f71d'.,374d6269,Creating identity for the module <*> with correlationId <*>,"[""'csconnectbroker'"", '69416bf9-9621-4696-92e7-a3db3e57f71d']"
38,2022-10-23T05:43:27.9778998Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateSystemModule[0],Updating System Module 'edge-proxy'.,8c997508,Updating System Module <*>,['edge-proxy']
39,2022-10-23T05:43:27.9785542Z,ABB.Ability.IoTEdge.EdgeAgent.Services.IFileSystemManager[0],Upsert edge-proxy : abbiapcpdev.azurecr.io/edge-agent:0.34.0@sha256:25158307011a8cf0a3f0ac177fbaa73b8ef0275c91af590bd92a7322051b0a64 to file at /var/ability/modules/imagesInUse.json,1ffcec7c,Upsert edge-proxy abbiapcpdev.azurecr.io/edge-agent 0.34.0@sha256 25158307011a8cf0a3f0ac177fbaa73b8ef0275c91af590bd92a7322051b0a64 to file at /var/ability/modules/imagesInUse.json,[]
40,2022-10-23T05:43:28.0077060Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateSystemModule[0],Updating System Module 'edge-broker'.,8c997508,Updating System Module <*>,['edge-broker']
41,2022-10-23T05:43:28.0080632Z,ABB.Ability.IoTEdge.EdgeAgent.Services.IFileSystemManager[0],Upsert edge-broker : abbiapcpdev.azurecr.io/edge/broker:1.6.12-4@sha256:01e222cbe4eff678bcca58cf8d0d4952565e01c14038fe273c071b30dca83ef2 to file at /var/ability/modules/imagesInUse.json,1845ac8d,Upsert edge-broker abbiapcpdev.azurecr.io/edge/broker 1.6.12-4@sha256 01e222cbe4eff678bcca58cf8d0d4952565e01c14038fe273c071b30dca83ef2 to file at /var/ability/modules/imagesInUse.json,[]
42,2022-10-23T05:43:30.9156619Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.device of edge-proxy,c0a5a082,Received model <*> of <*>,"['abb.ability.device', 'edge-proxy']"
43,2022-10-23T05:43:31.3179858Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateDeviceModel[0],Edge's device model updated to version 13 with correlation ID be0e4b02-9d09-456d-8e5e-9b8609029253.,15f08636,Edge's device model updated to version <*> with correlation ID <*>,"['13', 'be0e4b02-9d09-456d-8e5e-9b8609029253']"
44,2022-10-23T05:43:32.1201292Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating object model for the module 'edgerouter' with correlationId: '91b347b5-880e-429a-a079-cce0b366dd4a'.,cd4e26e0,Creating object model for the module <*> with correlationId <*>,"[""'edgerouter'"", '91b347b5-880e-429a-a079-cce0b366dd4a']"
45,2022-10-23T05:43:32.3351903Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating object model for the module 'controlsystemconnectsimulator' with correlationId: '6c764696-86ae-4fb0-a876-0c6daee9947f'.,cd4e26e0,Creating object model for the module <*> with correlationId <*>,"[""'controlsystemconnectsimulator'"", '6c764696-86ae-4fb0-a876-0c6daee9947f']"
46,2022-10-23T05:43:33.0724529Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating object model for the module 'controlsystemconnect' with correlationId: '05e01d62-bfaf-4b39-9599-40596c80e872'.,cd4e26e0,Creating object model for the module <*> with correlationId <*>,"[""'controlsystemconnect'"", '05e01d62-bfaf-4b39-9599-40596c80e872']"
47,2022-10-23T05:43:33.6097696Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating object model for the module 'csconnectbroker' with correlationId: '3ae0ac90-1187-4436-97ae-4416a1c431d7'.,cd4e26e0,Creating object model for the module <*> with correlationId <*>,"[""'csconnectbroker'"", '3ae0ac90-1187-4436-97ae-4416a1c431d7']"
48,2022-10-23T05:43:35.2109224Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.configuration of edgerouter,c0a5a082,Received model <*> of <*>,"['abb.ability.configuration', 'edgerouter']"
49,2022-10-23T05:43:35.2151287Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ForwardModelCreated[0],Forwarding model.created to target 'edgerouter'.,206fbea4,Forwarding <*> <*> <*> <*>,"['', '', ""model.created to target 'edgerouter""]"
50,2022-10-23T05:43:35.4696136Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.SyncModuleConfiguration[0],"Syncing configuration { ""type"": 1, ""objectId"": ""6aa56f04-cbf8-450b-908e-f717d8f48e6b"" } of 'edgerouter'.",c632c87d,"Syncing configuration { ""type"" 1 ""objectId"" <*> } of <*>","['""6aa56f04-cbf8-450b-908e-f717d8f48e6b""', 'edgerouter']"
51,2022-10-23T05:43:35.4717071Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating Typed Module: 'edgerouter'.,be3b9359,Creating Typed Module <*>,['edgerouter']
52,2022-10-23T05:43:35.4718765Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating reference between 'edgerouter' and edge-proxy.,c3b3660a,Creating reference between <*> and edge-proxy.,"[""'edgerouter'""]"
53,2022-10-23T05:43:35.6099900Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],"Object model for Typed Module created successfully with payload: '{""success"":true,""code"":""ok"",""details"":"""",""objectId"":""6aa56f04-cbf8-450b-908e-f717d8f48e6b"",""relatedModels"":[{""model"":""abb.ability.configuration"",""success"":true,""code"":""ok"",""details"":""""}]}'.",21d3f370,"Object model for Typed Module created successfully with payload '{""success"" true ""code"" ""ok"" ""details"" """" ""objectId"" <*> ""relatedModels"" [{""model"" ""abb.ability.configuration"" ""success"" true ""code"" ""ok"" ""details"" """"}]}'.",['6aa56f04-cbf8-450b-908e-f717d8f48e6b']
54,2022-10-23T05:43:35.6101868Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Forwarding model.query after successful model.create ''.,c8b5a8a5,Forwarding model.query after successful model.create ''.,[]
55,2022-10-23T05:43:35.6232930Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateDeviceModel[0],Updating Edge's device model to version 13 with correlation ID 938a3403-54ad-4951-b976-bfde2871c70f.,da7ff3f6,Updating Edge's device model to version <*> with correlation ID <*>,"['13', '938a3403-54ad-4951-b976-bfde2871c70f']"
56,2022-10-23T05:43:35.7143175Z,ABB.Ability.IoTEdge.EdgeAgent.Services.IFileSystemManager[0],Upsert edgerouter : abbiapcpdev.azurecr.io/edge-router:1.21.67.53356@sha256:15e827441db8175346a4f3ef319d77d1aa3e0a351a998bead75398220669b562 to file at /var/ability/modules/imagesInUse.json,7c846fa0,Upsert edgerouter abbiapcpdev.azurecr.io/edge-router 1.21.67.53356@sha256 15e827441db8175346a4f3ef319d77d1aa3e0a351a998bead75398220669b562 to file at /var/ability/modules/imagesInUse.json,[]
57,2022-10-23T05:43:37.6506342Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.configuration of controlsystemconnectsimulator,c0a5a082,Received model <*> of <*>,"['abb.ability.configuration', 'controlsystemconnectsimulator']"
58,2022-10-23T05:43:37.6583160Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ForwardModelCreated[0],Forwarding model.created to target 'controlsystemconnectsimulator'.,206fbea4,Forwarding <*> <*> <*> <*>,"['', '', ""model.created to target 'controlsystemconnectsimulator""]"
59,2022-10-23T05:43:37.9335710Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.SyncModuleConfiguration[0],"Syncing configuration { ""type"": 1, ""objectId"": ""96ef8558-18e6-40fb-887a-10bfd0c1b44f"" } of 'controlsystemconnectsimulator'.",c632c87d,"Syncing configuration { ""type"" 1 ""objectId"" <*> } of <*>","['""96ef8558-18e6-40fb-887a-10bfd0c1b44f""', 'controlsystemconnectsimulator']"
60,2022-10-23T05:43:37.9338344Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating Typed Module: 'controlsystemconnectsimulator'.,be3b9359,Creating Typed Module <*>,['controlsystemconnectsimulator']
61,2022-10-23T05:43:37.9338668Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating reference between 'controlsystemconnectsimulator' and edge-proxy.,c3b3660a,Creating reference between <*> and edge-proxy.,"[""'controlsystemconnectsimulator'""]"
62,2022-10-23T05:43:38.0460835Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],"Object model for Typed Module created successfully with payload: '{""success"":true,""code"":""ok"",""details"":"""",""objectId"":""96ef8558-18e6-40fb-887a-10bfd0c1b44f"",""relatedModels"":[{""model"":""abb.ability.configuration"",""success"":true,""code"":""ok"",""details"":""""}]}'.",21d3f370,"Object model for Typed Module created successfully with payload '{""success"" true ""code"" ""ok"" ""details"" """" ""objectId"" <*> ""relatedModels"" [{""model"" ""abb.ability.configuration"" ""success"" true ""code"" ""ok"" ""details"" """"}]}'.",['96ef8558-18e6-40fb-887a-10bfd0c1b44f']
63,2022-10-23T05:43:38.0461989Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Forwarding model.query after successful model.create ''.,c8b5a8a5,Forwarding model.query after successful model.create ''.,[]
64,2022-10-23T05:43:39.0415699Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],"Object model for Typed Module created successfully with payload: '{""success"":true,""code"":""ok"",""details"":"""",""objectId"":""8ccc114b-73b7-439e-b2a8-81e11f985ea7"",""relatedModels"":[]}'.",218d3f5c,"Object model for Typed Module created successfully with payload '{""success"" true ""code"" ""ok"" ""details"" """" ""objectId"" ""8ccc114b-73b7-439e-b2a8-81e11f985ea7"" ""relatedModels"" []}'.",[]
65,2022-10-23T05:43:39.0419765Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Forwarding model.query after successful model.create ''.,c8b5a8a5,Forwarding model.query after successful model.create ''.,[]
66,2022-10-23T05:43:39.2900966Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.configuration of controlsystemconnect,c0a5a082,Received model <*> of <*>,"['abb.ability.configuration', 'controlsystemconnect']"
67,2022-10-23T05:43:39.3000271Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ForwardModelUpdated[0],Forwarding model.updated to target 'controlsystemconnect'.,206fbea4,Forwarding <*> <*> <*> <*>,"['', '', ""model.updated to target 'controlsystemconnect""]"
68,2022-10-23T05:43:39.5514196Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.SyncModuleConfiguration[0],"Syncing configuration { ""type"": 1, ""objectId"": ""8ccc114b-73b7-439e-b2a8-81e11f985ea7"" } of 'controlsystemconnect'.",c632c87d,"Syncing configuration { ""type"" 1 ""objectId"" <*> } of <*>","['""8ccc114b-73b7-439e-b2a8-81e11f985ea7""', 'controlsystemconnect']"
69,2022-10-23T05:43:39.5518260Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating Typed Module: 'controlsystemconnect'.,be3b9359,Creating Typed Module <*>,['controlsystemconnect']
70,2022-10-23T05:43:39.5518765Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating reference between 'controlsystemconnect' and edge-proxy.,c3b3660a,Creating reference between <*> and edge-proxy.,"[""'controlsystemconnect'""]"
71,2022-10-23T05:43:40.5110487Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.configuration of csconnectbroker,c0a5a082,Received model <*> of <*>,"['abb.ability.configuration', 'csconnectbroker']"
72,2022-10-23T05:43:40.5159948Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ForwardModelCreated[0],Forwarding model.created to target 'csconnectbroker'.,206fbea4,Forwarding <*> <*> <*> <*>,"['', '', ""model.created to target 'csconnectbroker""]"
73,2022-10-23T05:43:40.7734831Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.SyncModuleConfiguration[0],"Syncing configuration { ""type"": 1, ""objectId"": ""a5a30980-88e9-4562-8682-6dd091b0a54e"" } of 'csconnectbroker'.",c632c87d,"Syncing configuration { ""type"" 1 ""objectId"" <*> } of <*>","['""a5a30980-88e9-4562-8682-6dd091b0a54e""', 'csconnectbroker']"
74,2022-10-23T05:43:40.7736320Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating Typed Module: 'csconnectbroker'.,be3b9359,Creating Typed Module <*>,['csconnectbroker']
75,2022-10-23T05:43:40.7736506Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Creating reference between 'csconnectbroker' and edge-proxy.,c3b3660a,Creating reference between <*> and edge-proxy.,"[""'csconnectbroker'""]"
76,2022-10-23T05:43:40.9461177Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],"Object model for Typed Module created successfully with payload: '{""success"":true,""code"":""ok"",""details"":"""",""objectId"":""a5a30980-88e9-4562-8682-6dd091b0a54e"",""relatedModels"":[{""model"":""abb.ability.configuration"",""success"":true,""code"":""ok"",""details"":""""}]}'.",21d3f370,"Object model for Typed Module created successfully with payload '{""success"" true ""code"" ""ok"" ""details"" """" ""objectId"" <*> ""relatedModels"" [{""model"" ""abb.ability.configuration"" ""success"" true ""code"" ""ok"" ""details"" """"}]}'.",['a5a30980-88e9-4562-8682-6dd091b0a54e']
77,2022-10-23T05:43:40.9465952Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.CreateTypedModule[0],Forwarding model.query after successful model.create ''.,c8b5a8a5,Forwarding model.query after successful model.create ''.,[]
78,2022-10-23T05:43:41.2889651Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.device of edgerouter,c0a5a082,Received model <*> of <*>,"['abb.ability.device', 'edgerouter']"
79,2022-10-23T05:43:41.5482045Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ForwardModelUpdated[0],Forwarding model.updated to target 'edgerouter'.,206fbea4,Forwarding <*> <*> <*> <*>,"['', '', ""model.updated to target 'edgerouter""]"
80,2022-10-23T05:43:42.0899629Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.device of edge-proxy,c0a5a082,Received model <*> of <*>,"['abb.ability.device', 'edge-proxy']"
81,2022-10-23T05:43:42.5875149Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateDeviceModel[0],Edge's device model updated to version 14 with correlation ID 938a3403-54ad-4951-b976-bfde2871c70f.,15f08636,Edge's device model updated to version <*> with correlation ID <*>,"['14', '938a3403-54ad-4951-b976-bfde2871c70f']"
82,2022-10-23T05:43:42.5918408Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateDeviceModel[0],Updating Edge's device model to version 14 with correlation ID 95913877-90a8-4d5b-854a-a14a26d2cbcc.,da7ff3f6,Updating Edge's device model to version <*> with correlation ID <*>,"['14', '95913877-90a8-4d5b-854a-a14a26d2cbcc']"
