EventId,EventTemplate,Occurrences
9a615e6f,"System model received systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 systemName ""Simulator"" payload {""model"" ""abb.controlSystem.system"" ""type"" ""abb.controlSystem.system@1"" ""name"" ""Simulator"" ""description"" """" ""ownerId"" ""812bb8d9-c68e-4792-9dfe-c681f771d944"" ""path"" ""controlsystemconnect"" ""version"" 3 ""lastModified"" ""2022-10-23T07 55 29.997Z"" ""properties"" {""modelMapping"" {""xastructurecontrol"" {""fromModel"" {""value"" ""abb.controlSystem.800xA.structure.control""} ""fromType"" {""value"" ""abb.controlSystem.800xA.structure.control@1""} ""toModel"" {""value"" ""abb.controlSystem.structure.control""} ""toType"" {""value"" ""abb.controlSystem.structure.control@1""}} ""xastructurefunctional"" {""fromModel"" {""value"" ""abb.controlSystem.800xA.structure.functional""} ""fromType"" {""value"" ""abb.controlSystem.800xA.structure.functional@1""} ""toModel"" {""value"" ""abb.controlSystem.structure.functional""} ""toType"" {""value"" ""abb.controlSystem.structure.functional@1""}} ""xastructurelocation"" {""fromModel"" {""value"" ""abb.controlSystem.800xA.structure.location""} ""fromType"" {""value"" ""abb.controlSystem.800xA.structure.location@1""} ""toModel"" {""value"" ""abb.controlSystem.structure.location""} ""toType"" {""value"" ""abb.controlSystem.structure.location@1""}} ""xastructureasset"" {""fromModel"" {""value"" ""abb.controlSystem.800xA.structure.asset""} ""fromType"" {""value"" ""abb.controlSystem.800xA.structure.asset@1""} ""toModel"" {""value"" ""abb.controlSystem.structure.asset""} ""toType"" {""value"" ""abb.controlSystem.structure.asset@1""}}}} ""objectId"" ""2b2fe970-2d6c-40a5-87ac-10d858ba41e4"" ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984""}",1
66e958ba,"Module configuration changed payload {""model"" ""abb.ability.configuration"" ""type"" ""abb.ia.edge.modules.controlsystemconnect.configuration@1"" ""version"" 1 ""lastModified"" ""2022-10-23T05 42 52.14Z"" ""properties"" {""name"" {""value"" ""ff71118e-391a-4e96-94be-ea85cd68139b/controlsystemconnect""} ""docker"" {""env"" {""dcsBrokerConfiguration__clientOptions__clientTcpOptions__server"" {""value"" ""csconnectbroker""} ""dcsBrokerConfiguration__clientOptions__clientTcpOptions__port"" {""value"" ""1883""} ""dcsConfiguration__deployTimeout"" {""value"" ""00 05 00""} ""dcsConfiguration__storagePath"" {""value"" ""/files""} ""dcsConfiguration__synchronizationWaitTime"" {""value"" ""00 00 30""} ""dcsConfiguration__removeModelsFromBroker"" {""value"" ""true""} ""dcsConfiguration__forceDeploy"" {""value"" ""false""} ""dcsConfiguration__maxInflightDeviceMessages"" {""value"" ""20""} ""dcsConfiguration__createDeployPackage"" {""value"" ""true""} ""dcsConfiguration__addTenantIdTag"" {""value"" ""true""} ""typeStorageConfiguration__storagePath"" {""value"" ""/files""} ""referenceStorageConfiguration__storagePath"" {""value"" ""/files""} ""edgeModuleConfiguration__clientOptions__communicationTimeout"" {""value"" ""00 01 00""} ""edgeModuleConfiguration__clientOptions__keepAlivePeriod"" {""value"" ""00 01 30""} ""diagnosticsConfiguration__publishInterval"" {""value"" ""00 01 00""} ""diagnosticsConfiguration__movingAverageTime"" {""value"" ""00 05 00""} ""log_level"" {""value"" ""Information""}} ""image"" {""value"" ""abbiapcpdev.azurecr.io/control-system-connect 1.25.7.1084@sha256 761be171540042e93f1c523edd1a5ad5162e97102cc526b0aebdba037942aeb5""}}} ""objectId"" ""8ccc114b-73b7-439e-b2a8-81e11f985ea7"" ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984""}",1
7b275371,"Module configuration changed payload {""model"" ""abb.ability.configuration"" ""type"" ""abb.ia.edge.modules.controlsystemconnect.configuration@1"" ""version"" 2 ""properties"" {""name"" {""value"" ""ff71118e-391a-4e96-94be-ea85cd68139b/controlsystemconnect""} ""docker"" {""env"" {""dcsBrokerConfiguration__clientOptions__clientTcpOptions__server"" {""value"" ""csconnectbroker""} ""dcsBrokerConfiguration__clientOptions__clientTcpOptions__port"" {""value"" ""1883""} ""dcsConfiguration__deployTimeout"" {""value"" ""00 05 00""} ""dcsConfiguration__storagePath"" {""value"" ""/files""} ""dcsConfiguration__synchronizationWaitTime"" {""value"" ""00 00 30""} ""dcsConfiguration__removeModelsFromBroker"" {""value"" ""true""} ""dcsConfiguration__forceDeploy"" {""value"" ""false""} ""dcsConfiguration__maxInflightDeviceMessages"" {""value"" ""20""} ""dcsConfiguration__createDeployPackage"" {""value"" ""true""} ""dcsConfiguration__addTenantIdTag"" {""value"" ""true""} ""typeStorageConfiguration__storagePath"" {""value"" ""/files""} ""referenceStorageConfiguration__storagePath"" {""value"" ""/files""} ""edgeModuleConfiguration__clientOptions__communicationTimeout"" {""value"" ""00 01 00""} ""edgeModuleConfiguration__clientOptions__keepAlivePeriod"" {""value"" ""00 01 30""} ""diagnosticsConfiguration__publishInterval"" {""value"" ""00 01 00""} ""diagnosticsConfiguration__movingAverageTime"" {""value"" ""00 05 00""} ""log_level"" {""value"" ""Information""}} ""image"" {""value"" ""abbiapcpdev.azurecr.io/control-system-connect 1.25.7.1084@sha256 761be171540042e93f1c523edd1a5ad5162e97102cc526b0aebdba037942aeb5""}} ""associatedSystems"" {""2b2fe970-2d6c-40a5-87ac-10d858ba41e4"" {""value"" ""Simulator""}}} ""objectId"" ""8ccc114b-73b7-439e-b2a8-81e11f985ea7"" ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984"" ""lastModified"" ""2022-10-23T07 54 57.5Z""}",1
0ce240fc,"Starting connecting to ""csconnectbroker 1883"" clientOptions ManagedMqttClientOptions {ClientOptions MqttClientOptions {AuthenticationData null AuthenticationMethod null ChannelOptions MqttClientTcpOptions {AddressFamily Unspecified LocalEndpoint null BufferSize 8192 DualMode null LingerState LingerOption {Enabled True LingerTime 0} NoDelay True Port 1883 Server ""csconnectbroker"" TlsOptions MqttClientTlsOptions {CertificateValidationHandler null UseTls False IgnoreCertificateRevocationErrors False IgnoreCertificateChainErrors False AllowUntrustedCertificates False RevocationMode Online Certificates null ApplicationProtocols null CipherSuitesPolicy null SslProtocol Tls12 Tls13}} CleanSession False ClientId ""8ccc114b73b7439eb2a881e11f985ea7"" Credentials null ExtendedAuthenticationExchangeHandler null KeepAlivePeriod 00 01 30 MaximumPacketSize 0 ProtocolVersion V311 ReceiveMaximum 0 RequestProblemInformation True RequestResponseInformation False SessionExpiryInterval 0 Timeout 00 01 00 TopicAliasMaximum 0 TryPrivate True UserProperties null WillContentType null WillCorrelationData null WillDelayInterval 0 WillMessageExpiryInterval 0 WillPayload null WillPayloadFormatIndicator Unspecified WillQualityOfServiceLevel AtMostOnce WillResponseTopic null WillRetain False WillTopic null WillUserProperties null WriterBufferSize 4096 WriterBufferSizeMax 65535} AutoReconnectDelay 00 00 05 ConnectionCheckInterval 00 00 01 Storage null MaxPendingMessages 1000 PendingMessagesOverflowStrategy DropOldestQueuedMessage MaxTopicFiltersInSubscribeUnsubscribePackets 2147483647}",1
b3a1c366,"Starting connecting to ""edge-broker 1883"" providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" clientOptions ManagedMqttClientOptions {ClientOptions MqttClientOptions {AuthenticationData null AuthenticationMethod null ChannelOptions MqttClientTcpOptions {AddressFamily Unspecified LocalEndpoint null BufferSize 8192 DualMode null LingerState LingerOption {Enabled True LingerTime 0} NoDelay True Port 1883 Server ""edge-broker"" TlsOptions MqttClientTlsOptions {CertificateValidationHandler null UseTls False IgnoreCertificateRevocationErrors False IgnoreCertificateChainErrors False AllowUntrustedCertificates False RevocationMode Online Certificates null ApplicationProtocols null CipherSuitesPolicy null SslProtocol Tls12 Tls13}} CleanSession False ClientId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd_controlsystemconnect"" Credentials MqttClientCredentials {} ExtendedAuthenticationExchangeHandler null KeepAlivePeriod 00 01 30 MaximumPacketSize 0 ProtocolVersion V311 ReceiveMaximum 0 RequestProblemInformation True RequestResponseInformation False SessionExpiryInterval 0 Timeout 00 01 00 TopicAliasMaximum 0 TryPrivate True UserProperties null WillContentType null WillCorrelationData null WillDelayInterval 0 WillMessageExpiryInterval 0 WillPayload null WillPayloadFormatIndicator Unspecified WillQualityOfServiceLevel AtMostOnce WillResponseTopic null WillRetain False WillTopic null WillUserProperties null WriterBufferSize 4096 WriterBufferSizeMax 65535} AutoReconnectDelay 00 00 01 ConnectionCheckInterval 00 00 01 Storage null MaxPendingMessages 10000 PendingMessagesOverflowStrategy DropOldestQueuedMessage MaxTopicFiltersInSubscribeUnsubscribePackets 2147483647}",1
e21b38e1,Started!,2
c2efe4bb,Starting,4
8428552d,Started,3
ee704102,ModelInventory,3
73b6f6ae,---------------,3
2a2fa414,OnSystemSynchronization,2
167e2498,OnProgress,7
7cfcc75a,Waiting for configuration.,1
23487e68,Start <*> timer,2
fdb7b9b9,"Hosting environment ""Production""",1
fcba5004,Start system synchronization timer,2
8b549ea2,-------- <*> models --------,3
53091b4f,"Content root path ""/app""",1
019e5f96,OpenDb dataSource <*> exists False,2
81830d24,PublishModuleStatusAsync online True sources <*>,10
c4fc7d96,EdgeMessageReceived topic <*> messageType ModelUpdates,54
bf8be2d4,Updating diagnostics properties propertyCount <*>,526
5d8f0047,Publish supported system systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4,1
cebd6ff9,Start deploy timer deployId <*>,2
3d8ca1a7,Restart deploy timer deployId <*>,90
9acc94e3,Model query systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 correlationId 53964346-cbcf-43f4-a8b7-2a76729e6b3b,1
0168d74d,Deploy references references 24 storedReferences 0,1
33343b9e,Application started. Press Ctrl+C to shut down.,1
fce974d5,"Updating diagnostics property propertyId ""clients"" value {}",4
63fa021b,"OpenDb dataSource ""/files/deploys/2022-10-23T07 <*> <*> exists False",2
65d29319,Disconnected clientWasConnected False reason UnspecifiedError reasonString null connectResult null,1
a723f9da,"EdgeMessageReceived topic ""modules/controlsystemconnect/messages/devicebound/type <*> <*> &context <*> messageType Device2Cloud",36
667fb72a,"Starting (publisher) connecting to ""edge-broker 1883"" clientId ""publisher_controlsystemconnect"" userName ""controlsystemconnect""",1
27e5034a,"Starting (subscriber) connecting to ""edge-broker 1883"" clientId ""subscriber_controlsystemconnect"" userName ""controlsystemconnect""",1
0106077e,"<*> deploy providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" deployId <*> <*> <*> <*> <*>",4
2839e207,Model query sourceId <*> systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 model <*> correlationId <*>,50
27ab350f,"Deploy providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" deployId <*> modelCount 50 typeCount 6 referenceCount <*>",2
90f4a3d7,"ACK received type ""reference.create"" payload {""success"" true ""code"" ""ok"" ""details"" """"}",24
657f8e6d,"Updating diagnostics property propertyId ""clients"" value {[""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd""] ""{ name { value Simulator } }""}",5
ac977c4e,"sourceId <*> systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 objectId <*> model <*> type <*> version 1 hash ""1""",50
9313dcee,"Deploy model failed sourceId <*> systemId 00000000-0000-0000-0000-000000000000 model <*> errorCode InvalidModelPayload errorMessage ""Required origin data not included""",50
551deb23,"Pending type create name <*> sourceId <*> systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 objectId null model ""abb.controlSystem.device"" type <*> storedType null",21
2a2c1d7b,"ACK received type ""type.create"" payload {""success"" true ""code"" ""ok"" ""details"" """" ""typeId"" <*> ""model"" ""abb.controlSystem.device"" ""version"" ""1.0.0""}",6
b5e5b1fd,"Type Create ACK isSuccess True typeId <*> version ""1.0.0"" model ""abb.controlSystem.device"" errorCode null errorMessage null correlationId <*>",6
cd2bd085,"Deploy progress providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" deployId <*> status <*> typeCount <*> modelCount <*> referenceCount <*> deletedCount null error null failedTypeCount null failedModelCount <*> failedDeletedModelCount null failedReferencesCount null",11
d82fb589,"ValidateModels ""Required origin data not included"" errorCode InvalidModelPayload model {""model"" <*> ""type"" <*> ""name"" <*> ""properties"" {""origin"" {""sourceId"" {""value"" <*> ""systemId"" {""value"" ""00000000-0000-0000-0000-000000000000""}} ""hash"" {""value"" ""1""}}}",29
723128e6,"ValidateModels ""Required origin data not included"" errorCode InvalidModelPayload model {""model"" ""abb.controlSystem.device"" ""type"" ""abb.controlSystem.simulator.motor.00000000000000000000000000000000@1"" ""name"" <*> ""description"" ""Compressor motor"" ""properties"" {""origin"" {""sourceId"" {""value"" <*> ""systemId"" {""value"" ""00000000-0000-0000-0000-000000000000""}} ""hash"" {""value"" ""1""}}}",3
5076c22e,"Reference Create ACK isSuccess True targetSourceId <*> targetSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 targetModel ""abb.controlSystem.structure.functional"" sourceSourceId <*> sourceSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 sourceModel ""abb.controlSystem.structure.functional"" reference ""children"" targetObjectId <*> sourceObjectId <*> errorCode null errorMessage null correlationId <*>",24
5191b59c,"EdgeMessage not handled topic ""modules/controlsystemconnect/model/desired/abb.ability.device/8ccc114b-73b7-439e-b2a8-81e11f985ea7"" payload {""model"" ""abb.ability.device"" ""type"" ""abb.ia.edge.modules.controlsystemconnect@1"" ""name"" ""controlsystemconnect"" ""ownerId"" ""812bb8d9-c68e-4792-9dfe-c681f771d944"" ""path"" ""controlsystemconnect"" ""version"" 2 ""lastModified"" ""2022-10-23T05 43 38.818Z"" ""properties"" {""name"" {""value"" ""ff71118e-391a-4e96-94be-ea85cd68139b/controlsystemconnect""}} ""objectId"" ""8ccc114b-73b7-439e-b2a8-81e11f985ea7"" ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984""}",1
6ae41321,Statistics received <*> receivedRate <*> msg/s receivedBytes <*> receivedBytesRate <*> KB/s published <*> publishedRate <*> msg/s publishedBytes <*> publishedBytesRate <*> KB/s processed <*> processedFailed 0 skipped 0 duration 10 s,2929
ef9090e2,Get queued messages <*> deployId <*> typeCreates <*> -> <*> modelUpdateDeletes 0 -> 0 modelUpdates <*> -> <*> modelDeletions 0 -> 0 referenceUpdateDeletes 0 -> 0 referenceUpdates <*> -> <*>,176
2d446f22,"Model <*> <*> <*> name ""Units_Area_3x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
a92eafea,"Model <*> <*> <*> name ""Units_Area_2x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
84f25cfc,"Model <*> <*> <*> name ""Units_Area_1x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
ffd4a79a,"Model <*> <*> <*> name ""EN_Area_13"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
7ab316af,"Model <*> <*> <*> name ""ST_Area_3x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
cf04b8db,"Model <*> <*> <*> name ""EN_Area_12"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
f380cff4,"Model <*> <*> <*> name ""ST_Area_2x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
0d9762ae,"Model <*> <*> <*> name ""EN_Area_11"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
62f5601b,"Model <*> <*> <*> name ""ST_Area_1x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
9106a07e,"Model <*> <*> <*> name ""MO65101"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
58f1b502,"Model <*> <*> <*> name ""MO64201"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
f13473fc,"Model <*> <*> <*> name ""MO64001"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
fc932891,"Model <*> <*> <*> name ""PT23063"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
f954c604,"Model <*> <*> <*> name ""PT23062"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
dd1c799a,"Model <*> <*> <*> name ""PT23061"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
04b20157,"Model <*> <*> <*> name ""TT64031"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
24eb6de1,"Model <*> <*> <*> name ""TT64021"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
2862df11,"Model <*> <*> <*> name ""TT64001"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
64168d9e,"Model <*> <*> <*> name ""FIQ63003"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
04057625,"Model <*> <*> <*> name ""FIQ63002"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
770171e7,"Model <*> <*> <*> name ""FIQ63001"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
694dfc43,"Model <*> <*> <*> name ""Area_3"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
d57c0122,"Model <*> <*> <*> name ""Area_2"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
8555f6a6,"Model <*> <*> <*> name ""Area_1"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
6342dd6f,"Model <*> <*> <*> name ""Plant"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*>",3
3a98daa2,Statistics total messages 12 messageRate 1.2 msg/s messagesBytes 12699 messagesBytesRate 1.2401 KB/s items 0 itemRate 0 items/s notSupportedSystem 0 noModel 36 averageProcessTime 18.329 ms/msg minProcessTime 0.012 ms maxProcessTime 95.064 ms duration 10 s,1
a99ced04,Statistics variables messages 9 messageRate 0.9 msg/s messagesBytes 10941 messagesBytesRate 1.0685 KB/s variables 0 variableRate 0 variables/s notSupportedSystem 0 noModel 33 averageProcessTime 10.975 ms/msg minProcessTime 0.012 ms maxProcessTime 95.064 ms duration 10 s,1
c7e82d2d,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 697 messagesBytesRate 0.0681 KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,519
ea2ddced,Statistics <*> messages 2 messageRate 0.2 msg/s messagesBytes <*> messagesBytesRate <*> KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,277
18cb08aa,Statistics <*> messages 3 messageRate 0.3 msg/s messagesBytes <*> messagesBytesRate <*> KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,1431
4064f7e0,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1017 messagesBytesRate 0.0993 KB/s variables <*> variableRate <*> variables/s notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,272
a7956e2d,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 699 messagesBytesRate 0.0683 KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,338
b893dfef,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1018 messagesBytesRate 0.0994 KB/s variables <*> variableRate <*> variables/s notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,259
c238e305,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 692 messagesBytesRate 0.0676 KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,949
414eafc1,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1005 messagesBytesRate 0.0981 KB/s variables <*> variableRate <*> variables/s notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,31
89313d10,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 698 messagesBytesRate 0.0682 KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,576
c9a6e7f8,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 691 messagesBytesRate 0.0675 KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,111
92368208,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1016 messagesBytesRate 0.0992 KB/s variables <*> variableRate <*> variables/s notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,122
2d8b141c,Statistics <*> messages 5 messageRate 0.5 msg/s messagesBytes <*> messagesBytesRate <*> KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,92
bee3985d,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 701 messagesBytesRate 0.0685 KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,392
10af46fb,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1004 messagesBytesRate 0.098 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,75
87175469,"Statistics providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" published <*> publishedRate <*> msg/s publishedBytes <*> publishedBytesRate <*> KB/s processed <*> processedFailed 0 skipped 0 pending <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s",2362
6731b983,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1019 messagesBytesRate 0.0995 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,79
31bda292,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1009 messagesBytesRate 0.0985 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,217
