EventId,EventTemplate,Occurrences
3a813a03,"Connected providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" connectResult MqttClientConnectResult {ResultCode Success IsSessionPresent False WildcardSubscriptionAvailable True RetainAvailable True AssignedClientIdentifier null AuthenticationMethod null AuthenticationData null MaximumPacketSize null ReasonString null ReceiveMaximum null MaximumQoS AtMostOnce ResponseInformation null TopicAliasMaximum 0 ServerReference null ServerKeepAlive 0 SessionExpiryInterval null SubscriptionIdentifiersAvailable False SharedSubscriptionAvailable False UserProperties null} [ABB.IA.CSConnect.Service.PublisherClient]",1
79492293,"ACK received type ""type.create"" payload {""success"" false ""code"" ""http_response_error"" ""details"" ""\""Type Definition post endpoint operation unsuccessful. StatusCode 409 (Conflict). Response '{\""errors\"" [{\""code\"" \""409\"" \""title\"" \""Conflict\"" \""detail\"" \""Conflict! Type definition <*> with version '1.0.0' already exists among stored in DB '1.0.0'\"" \""id\"" <*> <*> \""status\"" \""Conflict\""}]}'\""""} [ABB.IA.CSConnect.Service.EdgeService]",6
098712d4,"Type Create ACK isSuccess True typeId <*> version ""1.0.0"" model ""abb.controlSystem.device"" errorCode ""http_response_error"" errorMessage ""\""Type Definition post endpoint operation unsuccessful. StatusCode 409 (Conflict). Response '{\""errors\"" [{\""code\"" \""409\"" \""title\"" \""Conflict\"" \""detail\"" \""Conflict! Type definition <*> with version '1.0.0' already exists among stored in DB '1.0.0'\"" \""id\"" <*> <*> \""status\"" \""Conflict\""}]}'\"""" correlationId <*> [ABB.IA.CSConnect.Service.ModelService]",6
7f8c4561,"System model received systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 systemName ""Simulator"" payload {""model"" ""abb.controlSystem.system"" ""type"" ""abb.controlSystem.system@1"" ""name"" ""Simulator"" ""description"" """" ""ownerId"" ""812bb8d9-c68e-4792-9dfe-c681f771d944"" ""path"" ""controlsystemconnect"" ""version"" 3 ""lastModified"" ""2022-10-23T07 55 29.997Z"" ""properties"" {""modelMapping"" {""xastructurecontrol"" {""fromModel"" {""value"" ""abb.controlSystem.800xA.structure.control""} ""fromType"" {""value"" ""abb.controlSystem.800xA.structure.control@1""} ""toModel"" {""value"" ""abb.controlSystem.structure.control""} ""toType"" {""value"" ""abb.controlSystem.structure.control@1""}} ""xastructurefunctional"" {""fromModel"" {""value"" ""abb.controlSystem.800xA.structure.functional""} ""fromType"" {""value"" ""abb.controlSystem.800xA.structure.functional@1""} ""toModel"" {""value"" ""abb.controlSystem.structure.functional""} ""toType"" {""value"" ""abb.controlSystem.structure.functional@1""}} ""xastructurelocation"" {""fromModel"" {""value"" ""abb.controlSystem.800xA.structure.location""} ""fromType"" {""value"" ""abb.controlSystem.800xA.structure.location@1""} ""toModel"" {""value"" ""abb.controlSystem.structure.location""} ""toType"" {""value"" ""abb.controlSystem.structure.location@1""}} ""xastructureasset"" {""fromModel"" {""value"" ""abb.controlSystem.800xA.structure.asset""} ""fromType"" {""value"" ""abb.controlSystem.800xA.structure.asset@1""} ""toModel"" {""value"" ""abb.controlSystem.structure.asset""} ""toType"" {""value"" ""abb.controlSystem.structure.asset@1""}}}} ""objectId"" ""2b2fe970-2d6c-40a5-87ac-10d858ba41e4"" ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984""} [ABB.IA.CSConnect.Service.EdgeService]",1
3c97717f,"Module configuration changed payload {""model"" ""abb.ability.configuration"" ""type"" ""abb.ia.edge.modules.controlsystemconnect.configuration@1"" ""version"" 1 ""lastModified"" ""2022-10-23T05 42 52.14Z"" ""properties"" {""name"" {""value"" ""ff71118e-391a-4e96-94be-ea85cd68139b/controlsystemconnect""} ""docker"" {""env"" {""dcsBrokerConfiguration__clientOptions__clientTcpOptions__server"" {""value"" ""csconnectbroker""} ""dcsBrokerConfiguration__clientOptions__clientTcpOptions__port"" {""value"" ""1883""} ""dcsConfiguration__deployTimeout"" {""value"" ""00 05 00""} ""dcsConfiguration__storagePath"" {""value"" ""/files""} ""dcsConfiguration__synchronizationWaitTime"" {""value"" ""00 00 30""} ""dcsConfiguration__removeModelsFromBroker"" {""value"" ""true""} ""dcsConfiguration__forceDeploy"" {""value"" ""false""} ""dcsConfiguration__maxInflightDeviceMessages"" {""value"" ""20""} ""dcsConfiguration__createDeployPackage"" {""value"" ""true""} ""dcsConfiguration__addTenantIdTag"" {""value"" ""true""} ""typeStorageConfiguration__storagePath"" {""value"" ""/files""} ""referenceStorageConfiguration__storagePath"" {""value"" ""/files""} ""edgeModuleConfiguration__clientOptions__communicationTimeout"" {""value"" ""00 01 00""} ""edgeModuleConfiguration__clientOptions__keepAlivePeriod"" {""value"" ""00 01 30""} ""diagnosticsConfiguration__publishInterval"" {""value"" ""00 01 00""} ""diagnosticsConfiguration__movingAverageTime"" {""value"" ""00 05 00""} ""log_level"" {""value"" ""Information""}} ""image"" {""value"" ""abbiapcpdev.azurecr.io/control-system-connect 1.25.7.1084@sha256 761be171540042e93f1c523edd1a5ad5162e97102cc526b0aebdba037942aeb5""}}} ""objectId"" ""8ccc114b-73b7-439e-b2a8-81e11f985ea7"" ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984""} [ABB.IA.CSConnect.Service.EdgeService]",1
be0cb5b8,"Module configuration changed payload {""model"" ""abb.ability.configuration"" ""type"" ""abb.ia.edge.modules.controlsystemconnect.configuration@1"" ""version"" 2 ""properties"" {""name"" {""value"" ""ff71118e-391a-4e96-94be-ea85cd68139b/controlsystemconnect""} ""docker"" {""env"" {""dcsBrokerConfiguration__clientOptions__clientTcpOptions__server"" {""value"" ""csconnectbroker""} ""dcsBrokerConfiguration__clientOptions__clientTcpOptions__port"" {""value"" ""1883""} ""dcsConfiguration__deployTimeout"" {""value"" ""00 05 00""} ""dcsConfiguration__storagePath"" {""value"" ""/files""} ""dcsConfiguration__synchronizationWaitTime"" {""value"" ""00 00 30""} ""dcsConfiguration__removeModelsFromBroker"" {""value"" ""true""} ""dcsConfiguration__forceDeploy"" {""value"" ""false""} ""dcsConfiguration__maxInflightDeviceMessages"" {""value"" ""20""} ""dcsConfiguration__createDeployPackage"" {""value"" ""true""} ""dcsConfiguration__addTenantIdTag"" {""value"" ""true""} ""typeStorageConfiguration__storagePath"" {""value"" ""/files""} ""referenceStorageConfiguration__storagePath"" {""value"" ""/files""} ""edgeModuleConfiguration__clientOptions__communicationTimeout"" {""value"" ""00 01 00""} ""edgeModuleConfiguration__clientOptions__keepAlivePeriod"" {""value"" ""00 01 30""} ""diagnosticsConfiguration__publishInterval"" {""value"" ""00 01 00""} ""diagnosticsConfiguration__movingAverageTime"" {""value"" ""00 05 00""} ""log_level"" {""value"" ""Information""}} ""image"" {""value"" ""abbiapcpdev.azurecr.io/control-system-connect 1.25.7.1084@sha256 761be171540042e93f1c523edd1a5ad5162e97102cc526b0aebdba037942aeb5""}} ""associatedSystems"" {""2b2fe970-2d6c-40a5-87ac-10d858ba41e4"" {""value"" ""Simulator""}}} ""objectId"" ""8ccc114b-73b7-439e-b2a8-81e11f985ea7"" ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984"" ""lastModified"" ""2022-10-23T07 54 57.5Z""} [ABB.IA.CSConnect.Service.EdgeService]",1
3b4bac2e,"Starting connecting to ""csconnectbroker 1883"" clientOptions ManagedMqttClientOptions {ClientOptions MqttClientOptions {AuthenticationData null AuthenticationMethod null ChannelOptions MqttClientTcpOptions {AddressFamily Unspecified LocalEndpoint null BufferSize 8192 DualMode null LingerState LingerOption {Enabled True LingerTime 0} NoDelay True Port 1883 Server ""csconnectbroker"" TlsOptions MqttClientTlsOptions {CertificateValidationHandler null UseTls False IgnoreCertificateRevocationErrors False IgnoreCertificateChainErrors False AllowUntrustedCertificates False RevocationMode Online Certificates null ApplicationProtocols null CipherSuitesPolicy null SslProtocol Tls12 Tls13}} CleanSession False ClientId ""8ccc114b73b7439eb2a881e11f985ea7"" Credentials null ExtendedAuthenticationExchangeHandler null KeepAlivePeriod 00 01 30 MaximumPacketSize 0 ProtocolVersion V311 ReceiveMaximum 0 RequestProblemInformation True RequestResponseInformation False SessionExpiryInterval 0 Timeout 00 01 00 TopicAliasMaximum 0 TryPrivate True UserProperties null WillContentType null WillCorrelationData null WillDelayInterval 0 WillMessageExpiryInterval 0 WillPayload null WillPayloadFormatIndicator Unspecified WillQualityOfServiceLevel AtMostOnce WillResponseTopic null WillRetain False WillTopic null WillUserProperties null WriterBufferSize 4096 WriterBufferSizeMax 65535} AutoReconnectDelay 00 00 05 ConnectionCheckInterval 00 00 01 Storage null MaxPendingMessages 1000 PendingMessagesOverflowStrategy DropOldestQueuedMessage MaxTopicFiltersInSubscribeUnsubscribePackets 2147483647} [ABB.IA.CSConnect.Service.DCSMessageQueue]",1
688dbf0f,"Starting connecting to ""edge-broker 1883"" providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" clientOptions ManagedMqttClientOptions {ClientOptions MqttClientOptions {AuthenticationData null AuthenticationMethod null ChannelOptions MqttClientTcpOptions {AddressFamily Unspecified LocalEndpoint null BufferSize 8192 DualMode null LingerState LingerOption {Enabled True LingerTime 0} NoDelay True Port 1883 Server ""edge-broker"" TlsOptions MqttClientTlsOptions {CertificateValidationHandler null UseTls False IgnoreCertificateRevocationErrors False IgnoreCertificateChainErrors False AllowUntrustedCertificates False RevocationMode Online Certificates null ApplicationProtocols null CipherSuitesPolicy null SslProtocol Tls12 Tls13}} CleanSession False ClientId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd_controlsystemconnect"" Credentials MqttClientCredentials {} ExtendedAuthenticationExchangeHandler null KeepAlivePeriod 00 01 30 MaximumPacketSize 0 ProtocolVersion V311 ReceiveMaximum 0 RequestProblemInformation True RequestResponseInformation False SessionExpiryInterval 0 Timeout 00 01 00 TopicAliasMaximum 0 TryPrivate True UserProperties null WillContentType null WillCorrelationData null WillDelayInterval 0 WillMessageExpiryInterval 0 WillPayload null WillPayloadFormatIndicator Unspecified WillQualityOfServiceLevel AtMostOnce WillResponseTopic null WillRetain False WillTopic null WillUserProperties null WriterBufferSize 4096 WriterBufferSizeMax 65535} AutoReconnectDelay 00 00 01 ConnectionCheckInterval 00 00 01 Storage null MaxPendingMessages 10000 PendingMessagesOverflowStrategy DropOldestQueuedMessage MaxTopicFiltersInSubscribeUnsubscribePackets 2147483647} [ABB.IA.CSConnect.Service.PublisherClient]",1
4a2d4bd3,"Hosting environment ""Production"" [Microsoft.Hosting.Lifetime]",1
8a1eaee9,Start system synchronization timer [ABB.IA.CSConnect.Service.EdgeService],2
3fb29ce6,-------- <*> models -------- [ABB.IA.CSConnect.Service.ModelInventory],3
e7595dc2,"Content root path ""/app"" [Microsoft.Hosting.Lifetime]",1
d4cb4353,OpenDb dataSource <*> exists False <*>,2
47703c2a,PublishModuleStatusAsync online True sources <*> [ABB.IA.Edge.Ability.Module.EdgeMessageQueue],10
5a37a1aa,EdgeMessageReceived topic <*> messageType ModelUpdates [ABB.IA.CSConnect.Service.EdgeService],54
84584336,Updating diagnostics properties propertyCount <*> [ABB.IA.CSConnect.Service.DiagnosticServices],526
f62622a6,Publish supported system systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 [ABB.IA.CSConnect.Service.DCSService],1
f42ddb31,Start deploy timer deployId <*> [ABB.IA.CSConnect.Service.ModelService],2
7a9b8bab,Restart deploy timer deployId <*> [ABB.IA.CSConnect.Service.ModelService],90
f579b63a,Model query systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 correlationId 53964346-cbcf-43f4-a8b7-2a76729e6b3b [ABB.IA.CSConnect.Service.EdgeService],1
dd97508a,Deploy references references 24 storedReferences 0 [ABB.IA.CSConnect.Service.ModelService],1
3af362d3,Application started. Press Ctrl+C to shut down. [Microsoft.Hosting.Lifetime],1
70862b87,"Updating diagnostics property propertyId ""clients"" value {} [ABB.IA.CSConnect.Service.DiagnosticServices]",4
68ffe28b,"OpenDb dataSource ""/files/deploys/2022-10-23T07 <*> <*> exists False [ABB.IA.CSConnect.Deploy.Package.DeployStorage]",2
bd70682d,Disconnected clientWasConnected False reason UnspecifiedError reasonString null connectResult null [ABB.IA.CSConnect.Service.DCSMessageQueue],1
4b754a28,"EdgeMessageReceived topic ""modules/controlsystemconnect/messages/devicebound/type <*> <*> &context <*> messageType Device2Cloud [ABB.IA.CSConnect.Service.EdgeService]",36
e136af31,"Starting <*> connecting to ""edge-broker 1883"" clientId <*> userName ""controlsystemconnect"" [ABB.IA.Edge.Ability.Module.EdgeMessageQueue]",2
f6ce13d7,"Deploy providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" deployId <*> modelCount 50 typeCount 6 referenceCount <*> [ABB.IA.CSConnect.Service.DCSService]",2
b3c4ed41,"ACK received type ""reference.create"" payload {""success"" true ""code"" ""ok"" ""details"" """"} [ABB.IA.CSConnect.Service.EdgeService]",24
dd7c6da7,"Updating diagnostics property propertyId ""clients"" value {[""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd""] ""{ name { value Simulator } }""} [ABB.IA.CSConnect.Service.DiagnosticServices]",5
b810389d,"sourceId <*> systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 objectId <*> model <*> type <*> version 1 hash ""1"" [ABB.IA.CSConnect.Service.ModelInventory]",50
3ba8238e,"ACK received type ""type.create"" payload {""success"" true ""code"" ""ok"" ""details"" """" ""typeId"" <*> ""model"" ""abb.controlSystem.device"" ""version"" ""1.0.0""} [ABB.IA.CSConnect.Service.EdgeService]",6
59257037,"Deploy progress providerId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" deployId <*> status <*> typeCount <*> modelCount <*> referenceCount <*> deletedCount null error null failedTypeCount null failedModelCount <*> failedDeletedModelCount null failedReferencesCount null [ABB.IA.CSConnect.Service.DCSService]",11
b1b7933c,"ValidateModels ""Required origin data not included"" errorCode InvalidModelPayload model {""model"" <*> ""type"" <*> ""name"" <*> ""properties"" {""origin"" {""sourceId"" {""value"" <*> ""systemId"" {""value"" ""00000000-0000-0000-0000-000000000000""}} ""hash"" {""value"" ""1""}}} [ABB.IA.CSConnect.Service.ModelService]",29
25a2ff76,"EdgeMessage not handled topic ""modules/controlsystemconnect/model/desired/abb.ability.device/8ccc114b-73b7-439e-b2a8-81e11f985ea7"" payload {""model"" ""abb.ability.device"" ""type"" ""abb.ia.edge.modules.controlsystemconnect@1"" ""name"" ""controlsystemconnect"" ""ownerId"" ""812bb8d9-c68e-4792-9dfe-c681f771d944"" ""path"" ""controlsystemconnect"" ""version"" 2 ""lastModified"" ""2022-10-23T05 43 38.818Z"" ""properties"" {""name"" {""value"" ""ff71118e-391a-4e96-94be-ea85cd68139b/controlsystemconnect""}} ""objectId"" ""8ccc114b-73b7-439e-b2a8-81e11f985ea7"" ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984""} [ABB.IA.CSConnect.Service.EdgeService]",1
0ad2cedd,Statistics received <*> receivedRate <*> msg/s receivedBytes <*> receivedBytesRate <*> KB/s published <*> publishedRate <*> msg/s publishedBytes <*> publishedBytesRate <*> KB/s processed <*> processedFailed 0 skipped 0 duration 10 s [ABB.IA.Edge.Ability.Module.EdgeMessageQueue],2929
02497568,Get queued messages <*> deployId <*> typeCreates <*> -> <*> modelUpdateDeletes 0 -> 0 modelUpdates <*> -> <*> modelDeletions 0 -> 0 referenceUpdateDeletes 0 -> 0 referenceUpdates <*> -> <*> [ABB.IA.CSConnect.Service.ModelService],176
49db8770,"Model <*> <*> <*> name ""Units_Area_3x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
c033cf28,"Model <*> <*> <*> name ""Units_Area_2x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
3b97cb73,"Model <*> <*> <*> name ""Units_Area_1x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
d88a9027,"Model <*> <*> <*> name ""EN_Area_13"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
bd2deb7f,"Model <*> <*> <*> name ""ST_Area_3x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
66876265,"Model <*> <*> <*> name ""EN_Area_12"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
96d29149,"Model <*> <*> <*> name ""ST_Area_2x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
def41f31,"Model <*> <*> <*> name ""EN_Area_11"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
e05ccfc9,"Model <*> <*> <*> name ""ST_Area_1x"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
753fb9b8,"Model <*> <*> <*> name ""MO65101"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
43904f67,"Model <*> <*> <*> name ""MO64201"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
0fc9c735,"Model <*> <*> <*> name ""MO64001"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
576a2af0,"Model <*> <*> <*> name ""PT23063"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
90aa072b,"Model <*> <*> <*> name ""PT23062"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
26273202,"Model <*> <*> <*> name ""PT23061"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
805ecef2,"Model <*> <*> <*> name ""TT64031"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
684e1af9,"Model <*> <*> <*> name ""TT64021"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
4cae6084,"Model <*> <*> <*> name ""TT64001"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
5b0df678,"Model <*> <*> <*> name ""FIQ63003"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
0b6ec9c1,"Model <*> <*> <*> name ""FIQ63002"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
74e887b3,"Model <*> <*> <*> name ""FIQ63001"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
29da95b5,"Model <*> <*> <*> name ""Area_3"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
776be475,"Model <*> <*> <*> name ""Area_2"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
f737e9e0,"Model <*> <*> <*> name ""Area_1"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
4a4e0aa5,"Model <*> <*> <*> name ""Plant"" <*> <*> <*> <*> <*> <*> model <*> <*> <*> <*> <*> [ABB.IA.CSConnect.Service.ModelService]",3
581270e1,"ValidateModels ""Required origin data not included"" errorCode InvalidModelPayload model {""model"" ""abb.controlSystem.device"" ""type"" ""abb.controlSystem.simulator.motor.00000000000000000000000000000000@1"" ""name"" <*> ""description"" ""Compressor motor"" ""properties"" {""origin"" {""sourceId"" {""value"" <*> ""systemId"" {""value"" ""00000000-0000-0000-0000-000000000000""}} ""hash"" {""value"" ""1""}}} [ABB.IA.CSConnect.Service.ModelService]",3
bad185b4,"Reference Create ACK isSuccess True targetSourceId <*> targetSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 targetModel ""abb.controlSystem.structure.functional"" sourceSourceId a72993db-a086-401e-ab22-8ee457dba765 sourceSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 sourceModel ""abb.controlSystem.structure.functional"" reference ""children"" targetObjectId <*> sourceObjectId a094ed60-5cf5-477b-9444-8147fece8633 errorCode null errorMessage null correlationId <*> [ABB.IA.CSConnect.Service.ModelService]",7
56696e17,"Reference Create ACK isSuccess True targetSourceId <*> targetSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 targetModel ""abb.controlSystem.structure.functional"" sourceSourceId ea259495-16dd-4629-a124-6a024ad4901c sourceSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 sourceModel ""abb.controlSystem.structure.functional"" reference ""children"" targetObjectId <*> sourceObjectId 650d2179-c267-4970-bddb-61a6012e641f errorCode null errorMessage null correlationId <*> [ABB.IA.CSConnect.Service.ModelService]",7
8a8bbbf5,"Reference Create ACK isSuccess True targetSourceId <*> targetSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 targetModel ""abb.controlSystem.structure.functional"" sourceSourceId 0de1d62b-5caf-4c52-ab88-82020adacd3c sourceSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 sourceModel ""abb.controlSystem.structure.functional"" reference ""children"" targetObjectId <*> sourceObjectId 29b79f24-da48-4bb4-bb9b-e9cf0458a91c errorCode null errorMessage null correlationId <*> [ABB.IA.CSConnect.Service.ModelService]",7
4697df15,"Reference Create ACK isSuccess True targetSourceId <*> targetSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 targetModel ""abb.controlSystem.structure.functional"" sourceSourceId 917dc02c-d920-41e5-a602-549f4bf1c677 sourceSystemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 sourceModel ""abb.controlSystem.structure.functional"" reference ""children"" targetObjectId <*> sourceObjectId 6d4e7ba0-6afb-4104-aa7a-8cc97ac3edd3 errorCode null errorMessage null correlationId <*> [ABB.IA.CSConnect.Service.ModelService]",3
93ad58a3,Statistics total messages 12 messageRate 1.2 msg/s messagesBytes 12699 messagesBytesRate 1.2401 KB/s items 0 itemRate 0 items/s notSupportedSystem 0 noModel 36 averageProcessTime 18.329 ms/msg minProcessTime 0.012 ms maxProcessTime 95.064 ms duration 10 s [ABB.IA.CSConnect.Service.TelemetryService],1
ac510fd4,Statistics variables messages 9 messageRate 0.9 msg/s messagesBytes 10941 messagesBytesRate 1.0685 KB/s variables 0 variableRate 0 variables/s notSupportedSystem 0 noModel 33 averageProcessTime 10.975 ms/msg minProcessTime 0.012 ms maxProcessTime 95.064 ms duration 10 s [ABB.IA.CSConnect.Service.TelemetryService],1
4542b598,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 697 messagesBytesRate 0.0681 KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s [ABB.IA.CSConnect.Service.TelemetryService],519
8af52c13,Statistics <*> messages 2 messageRate 0.2 msg/s messagesBytes <*> messagesBytesRate <*> KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s [ABB.IA.CSConnect.Service.TelemetryService],277
48ddbca1,Statistics <*> messages 3 messageRate 0.3 msg/s messagesBytes <*> messagesBytesRate <*> KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel <*> averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s [ABB.IA.CSConnect.Service.TelemetryService],1431
