EventId,EventTemplate,Occurrences
3d037810,"""PT23061 <*> 10/23/2022 <*> <*> <*> +00 00 {""alarmTime"" <*> <*> <*> 00"" ""message"" ""Normal"" ""comment"" """" ""severity"" 0 ""lastSeverity"" 0 ""retain"" true ""enabled"" true ""acknowledged"" false ""confirmed"" false ""active"" false ""activeTime"" <*> <*> <*> 00"" ""suppressed"" false ""lowLimit"" 3 ""lowLowLimit"" 2.7 ""highLimit"" 4 ""highHighLimit"" 4.3 ""lowState"" false ""lowLowState"" false ""highState"" false ""highHighState"" false} [ABB.IA.CSConnect.Simulator.AlarmService]",1180
5aaa7ecd,"""PT23061 <*> 10/23/2022 <*> <*> <*> +00 00 {""alarmTime"" <*> <*> <*> 00"" ""message"" <*> Alarm"" ""comment"" """" ""severity"" <*> ""lastSeverity"" <*> ""retain"" true ""enabled"" true ""acknowledged"" false ""confirmed"" false ""active"" true ""activeTime"" <*> <*> <*> 00"" ""suppressed"" false ""lowLimit"" 3 ""lowLowLimit"" 2.7 ""highLimit"" 4 ""highHighLimit"" 4.3 ""lowState"" <*> ""lowLowState"" <*> ""highState"" <*> ""highHighState"" <*> [ABB.IA.CSConnect.Simulator.AlarmService]",2020
1edf1b5c,"Starting connecting to ""csconnectbroker 1883"" oneWay False clientOptions ManagedMqttClientOptions {ClientOptions MqttClientOptions {ClientId ""9a8d4aff-ef12-43a7-b966-4a6c9bd60bcd"" CleanSession False Credentials null ExtendedAuthenticationExchangeHandler null ProtocolVersion V311 ChannelOptions MqttClientTcpOptions {Server ""csconnectbroker"" Port 1883 BufferSize 8192 DualMode null NoDelay True AddressFamily Unspecified TlsOptions MqttClientTlsOptions {UseTls False IgnoreCertificateRevocationErrors False IgnoreCertificateChainErrors False AllowUntrustedCertificates False Certificates null ApplicationProtocols null SslProtocol None CertificateValidationCallback null CertificateValidationHandler null}} CommunicationTimeout 00 00 10 KeepAlivePeriod 00 00 15 WillMessage null WillDelayInterval null AuthenticationMethod null AuthenticationData null MaximumPacketSize null ReceiveMaximum null RequestProblemInformation null RequestResponseInformation null SessionExpiryInterval null TopicAliasMaximum null UserProperties null PacketInspector null} AutoReconnectDelay 00 00 05 ConnectionCheckInterval 00 00 01 Storage null MaxPendingMessages 2147483647 PendingMessagesOverflowStrategy DropOldestQueuedMessage MaxTopicFiltersInSubscribeUnsubscribePackets 2147483647} [ABB.IA.CSConnect.Simulator.DCSService]",1
4a2d4bd3,"Hosting environment ""Production"" [Microsoft.Hosting.Lifetime]",1
f11356aa,"Starting CSConnect Simulator ""1.24.16+0b79b5a835"" []",1
e7595dc2,"Content root path ""/app"" [Microsoft.Hosting.Lifetime]",1
eef0f135,"Message acknowledged topic ""modules/controlsystemconnectsimulator/status"" [ABB.IA.Edge.Ability.Module.EdgeMessageQueue]",1
8c4cf2fd,SystemChanged 00000000-0000-0000-0000-000000000000 > <*> <*>,12
e460b1c3,Start Deploy deployId <*> [ABB.IA.CSConnect.Simulator.DCSService],2
5410f06f,No system selected avoid starting <*>,4
74239a80,"Starting moduleId ""controlsystemconnectsimulator"" moduleObjectId 96ef8558-18e6-40fb-887a-10bfd0c1b44f [ABB.IA.Edge.Ability.Module.EdgeMessageQueue]",1
58e74c08,PublishModuleStatusAsync online True sources null [ABB.IA.Edge.Ability.Module.EdgeMessageQueue],1
77206cd8,Deploy models 50 types 6 references 24 bulkModels 0 bulkTypes 0 bulkReferences 0 [ABB.IA.CSConnect.Simulator.InfoModelService],3
a0226819,Deploy 50 models 6 types 24 references isConnected True isSystemSupported <*> isDeployInProgress <*> [ABB.IA.CSConnect.Simulator.DCSService],5
b5e62b6c,<*> <*> <*> <*> <*> <*> <*> [Microsoft.Hosting.Lifetime],2
3d9dabee,Publish 3 variables pending False isConnected True isSystemSupported True [ABB.IA.CSConnect.Simulator.DCSService],3047
baa77704,Publish 6 variables pending False isConnected True isSystemSupported True [ABB.IA.CSConnect.Simulator.DCSService],8
3c1235c3,Deploy 50 models 6 types <*> references deployId <*> [ABB.IA.CSConnect.Simulator.DCSService],2
6424c7b5,Publish 1 <*> pending False isConnected True isSystemSupported True [ABB.IA.CSConnect.Simulator.DCSService],3280
9141dbba,"""MO64001 online"" 10/23/2022 <*> <*> 19 +00 00 {""eventTime"" <*> <*> <*> 00"" ""message"" ""Motor <*> [ABB.IA.CSConnect.Simulator.EventService]",30
4c7ae00c,"""MO64001 online"" 10/23/2022 <*> <*> 20 +00 00 {""eventTime"" <*> <*> <*> 00"" ""message"" ""Motor <*> [ABB.IA.CSConnect.Simulator.EventService]",46
14b8c1a6,"""MO64001 online"" 10/23/2022 14 <*> 21 +00 00 {""eventTime"" ""2022-10-23T14 <*> <*> 00"" ""message"" ""Motor <*> [ABB.IA.CSConnect.Simulator.EventService]",4
0a902b2f,Starting <*>,5
fbb8d15f,Started [ABB.IA.Edge.Ability.Module.EdgeMessageQueue],1
c7d4e4f0,Stopped! [ABB.IA.CSConnect.Simulator.InfoModelService],1
4c9c1e8e,Redeploy! [ABB.IA.CSConnect.Simulator.DCSService],1
dee3a431,<*> <*> timer [ABB.IA.CSConnect.Simulator.DCSService],4
51038a5e,SystemsChanged systems [2b2fe970-2d6c-40a5-87ac-10d858ba41e4] [ABB.IA.CSConnect.Simulator.DCSService],1
191673b6,"<*> aspects.functionblock.out"" <*> <*> 10/23/2022 <*> <*> <*> +00 00 <*> <*> <*> [ABB.IA.CSConnect.Simulator.SimulatorService]",9189
