EventId,EventTemplate,Occurrences
e7595dc2,"Content root path ""/app"" [Microsoft.Hosting.Lifetime]",1
d4cb4353,OpenDb dataSource <*> exists False <*>,2
58e74c08,PublishModuleStatusAsync online True sources null [ABB.IA.Edge.Ability.Module.EdgeMessageQueue],2
5a37a1aa,EdgeMessageReceived topic <*> messageType ModelUpdates [ABB.IA.CSConnect.Service.EdgeService],8
84584336,Updating diagnostics properties propertyCount <*> [ABB.IA.CSConnect.Service.DiagnosticServices],1383
85b37e24,Invalid configuration received. Was meant for another module moduleObjectId a0c7d66d-56ac-4c9c-8c42-17f2c40cd2a4 [ABB.IA.CSConnect.Service.EdgeService],2
76a1b392,"EdgeMessage not handled topic <*> payload {""model"" ""abb.ability.device"" ""type"" ""abb.ia.edge.modules.controlsystemconnect@1"" ""name"" ""controlsystemconnect"" ""ownerId"" ""9c834b1b-37d5-4501-ac3a-0a7aeb634a51"" ""path"" ""controlsystemconnect"" ""version"" <*> ""lastModified"" ""2022-10-21T13 <*> <*> ""properties"" {""name"" {""value"" ""d8d7a22a-14fe-4973-83d0-428359601d83/controlsystemconnect""}} ""objectId"" <*> ""tenantId"" ""4d1190c6-a2e6-4de7-95af-1029ca987984""} [ABB.IA.CSConnect.Service.EdgeService]",3
56a1991a,Statistics received <*> receivedRate <*> msg/s receivedBytes <*> receivedBytesRate <*> KB/s published <*> publishedRate <*> msg/s publishedBytes <*> publishedBytesRate <*> KB/s processed <*> processedFailed <*> skipped 0 duration 10 s [ABB.IA.Edge.Ability.Module.EdgeMessageQueue],7701
b2c806f7,Started! <*>,2
0a902b2f,Starting <*>,4
00ac854a,Started <*>,3
111881e5,ModelInventory [ABB.IA.CSConnect.Service.ModelInventory],1
01210fe3,--------------- [ABB.IA.CSConnect.Service.ModelInventory],1
c1773fe4,OnSystemSynchronization [ABB.IA.CSConnect.Service.EdgeService],1
cd64e95c,Waiting for configuration. [ABB.IA.CSConnect.Service.ModelService],1
ac7ac1e1,Start <*> timer [ABB.IA.CSConnect.Service.ModelService],2
1ae6b951,"Starting Control System Connect ""1.25.7+043ce74f31"" []",1
e56c1368,"Starting moduleId ""controlsystemconnect"" moduleObjectId d281e0f7-56d5-45a3-8a59-6b7496bf3580 [ABB.IA.Edge.Ability.Module.EdgeMessageQueue]",1
c3f1cb7d,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> [ABB.IA.Edge.Ability.Module.EdgeMessageQueue],5
